musteri_id,isim,cinsiyet,yas,sehir,harcama_miktari
7123,İntihap,Erkek,34,Adana,3638.47
3284,Hasgül,Erkek,25,Antalya,813.56
3223,Omaca,Erkek,63,İzmir,3159.66
7509,Güllühan,Erkek,45,İstanbul,1010.01
5595,Damlanur,Kadın,63,Adana,3337.94
5573,Kahir,Kadın,19,Gaziantep,3831.26
8620,Selcen,Erkek,18,Bursa,4838.41
6832,Kısmet,Kadın,37,Konya,2618.97
4536,Alaaddin,Erkek,69,Antalya,3818.8
2636,Çağveren,Kadın,32,Gaziantep,1145.49
4583,Tayyip,Kadın,65,Gaziantep,4233.19
2291,Özdil,Kadın,68,Bursa,352.38
4843,Bali,Erkek,48,Antalya,954.51
4877,Serma,Erkek,38,Ankara,3717.06
7623,Güleğen,Erkek,54,Gaziantep,4439.15
9622,Aliabbas,Erkek,44,İstanbul,672.8
1127,Zemzem,Erkek,61,Adana,1496.06
2185,Übeydullah,Erkek,37,Konya,948.82
7762,Aktemür,Kadın,44,Ankara,610.38
9563,Koçak,Kadın,21,İzmir,3447.47
8622,Mihrab,Kadın,34,Antalya,238.09
9924,Sudi,Kadın,69,Bursa,1155.46
2909,Hasgül,Erkek,21,İstanbul,4388.88
7381,Şerman,Erkek,39,Adana,107.08
8856,Peren,Kadın,40,Adana,4188.21
6402,Denizalp,Erkek,59,Konya,2978.92
9665,Ayaydın,Kadın,30,İzmir,3869.36
9454,Nebih,Kadın,68,Adana,3067.46
8515,Baki,Erkek,63,Adana,527.69
8582,Mezide,Kadın,50,Gaziantep,654.6
6157,Adak,Erkek,37,Antalya,3231.09
1526,İnsaf,Kadın,27,İzmir,2668.58
8945,Ayşan,Erkek,47,Adana,2480.91
8865,Yurdanur,Erkek,64,Konya,187.06
8651,Şevketfeza,Kadın,64,Konya,2310.15
8499,Gök,Kadın,62,Bursa,3042.31
2631,Öryürek,Erkek,67,İstanbul,1101.73
1205,Subutiye,Kadın,37,Bursa,1373.37
1793,Kelâmi,Erkek,58,Gaziantep,2896.18
7276,Köker,Erkek,23,Gaziantep,2834.39
6185,Doğanşah,Kadın,35,Gaziantep,2764.43
2691,Koşukhan,Kadın,60,Ankara,189.36
7837,Dürrüşehvar,Erkek,46,Bursa,4808.54
8168,Ezgütekin,Kadın,28,Ankara,2062.81
2456,Kefser,Kadın,53,İzmir,4510.24
6830,Müferrih,Erkek,33,İstanbul,3032.52
8574,Şehreban,Erkek,42,Antalya,4269.42
2166,Haluk,Erkek,65,Gaziantep,4359.05
9075,Serda,Erkek,49,Bursa,1536.99
4788,Simten,Erkek,69,İstanbul,4425.99
4201,Vacibe,Kadın,66,Konya,1141.43
9408,Gilman,Kadın,67,İzmir,2608.97
3139,Esenbay,Kadın,55,İzmir,1362.3
4424,Dorukhan,Kadın,59,Ankara,1782.14
2821,Hayrünnisa,Kadın,53,Bursa,468.38
6432,Gülfari,Kadın,19,Ankara,2057.25
1939,Andiç,Kadın,48,Antalya,1195.82
3134,Egenur,Kadın,24,İzmir,4685.21
8583,Uğurkan,Erkek,51,Gaziantep,2444.89
4438,Seblâ,Kadın,67,İstanbul,1105.97
6636,Abdulkadir,Kadın,47,Konya,739.51
6753,Tekecan,Erkek,49,Ankara,1757.51
6275,Serhatmehmet,Kadın,30,Adana,2317.43
2626,Deha,Erkek,25,İzmir,4339.17
7021,Ercihan,Erkek,54,Adana,4615.83
4213,Sidar,Kadın,52,İzmir,919.05
1036,Şemsinisa,Erkek,53,İstanbul,418.43
9769,Sami,Kadın,47,Antalya,1896.07
8592,Permun,Erkek,20,Bursa,2187.88
2324,Asalet,Erkek,44,İstanbul,2511.15
2154,Sehel,Erkek,34,Konya,4899.1
8291,Onurcan,Erkek,30,Konya,2985.75
1504,Pekkan,Erkek,31,Adana,1548.99
5807,Över,Kadın,21,Antalya,1593.37
7083,Alattin,Kadın,27,Ankara,914.21
2531,Berran,Erkek,35,Adana,405.99
9266,İlkim,Kadın,33,İzmir,3080.29
2869,Ülke,Kadın,43,İstanbul,3662.18
2506,Zihni,Erkek,49,İstanbul,1176.06
2540,Nurşan,Erkek,21,İstanbul,3370.85
2289,Zehranur,Kadın,40,Konya,1481.59
5337,Şevketfeza,Kadın,37,Gaziantep,4479.33
7521,Aksöğüt,Kadın,34,Bursa,465.71
8342,Necva,Erkek,36,Konya,2688.07
4168,Ganiye,Kadın,42,Bursa,613.07
8689,Bağdat,Erkek,28,Bursa,4089.29
3291,Akar,Erkek,20,Gaziantep,2126.83
8939,Altınışın,Kadın,20,Gaziantep,4607.97
6274,Nüdret,Erkek,47,Gaziantep,3912.39
5886,Kete,Kadın,27,İstanbul,1498.6
9514,Binay,Erkek,33,İstanbul,3450.2
8890,Durdali,Erkek,53,Bursa,1542.87
2297,Ermutlu,Erkek,57,Antalya,559.5
6722,Gülgen,Erkek,39,İzmir,3839.13
2848,Afer,Kadın,58,İstanbul,4022.53
4714,Badegül,Erkek,59,İstanbul,948.89
3660,Mecit,Erkek,35,Konya,497.94
8438,Günver,Erkek,26,Konya,2167.47
6573,Över,Kadın,33,Ankara,4448.34
4529,Sıla,Erkek,26,Konya,1520.13
9713,Ahat,Kadın,37,Bursa,2644.71
9239,Lerze,Erkek,18,Ankara,3031.32
8070,Sunay,Erkek,65,Bursa,1156.34
1520,Arcan,Erkek,21,Gaziantep,1773.6
1667,Abdürreşit,Kadın,28,Adana,4669.07
5984,Tayaydın,Erkek,38,Gaziantep,1533.62
7880,Üsame,Erkek,46,Antalya,1594.89
1928,Şehza,Kadın,38,İzmir,4225.0
7088,Hanedan,Erkek,68,Bursa,4611.01
1749,Atılgan,Erkek,18,Antalya,1785.15
7677,Neşrin,Kadın,35,Antalya,4848.06
5702,Gök,Kadın,46,Ankara,2182.61
7390,Öryürek,Kadın,48,Antalya,3702.97
8442,Bağdaş,Kadın,24,Adana,1966.59
2366,Sargın,Erkek,63,Antalya,1151.27
5240,Erkinel,Erkek,66,İstanbul,2343.83
5072,Rahmet,Erkek,54,Bursa,3654.2
7951,Nerim,Erkek,21,Gaziantep,3872.99
2523,Ferinaz,Erkek,32,Adana,4431.96
2393,Sefer,Erkek,41,Ankara,2002.44
5616,Emrullah,Erkek,22,Adana,3736.3
4202,Günver,Kadın,58,Konya,1484.44
2251,Kelâmi,Erkek,64,Konya,1348.23
3444,Semine,Kadın,18,Bursa,3559.96
5407,Kitan,Erkek,35,Antalya,1842.23
8231,Sançar,Erkek,38,Gaziantep,1575.43
9140,Abdurrahman,Erkek,59,Ankara,2827.7
6120,Gülper,Erkek,32,İstanbul,3678.91
8746,Şeref,Kadın,63,Gaziantep,1404.81
2766,Beriye,Kadın,39,Ankara,3186.38
6205,Uyanser,Erkek,64,İstanbul,3485.76
2070,Gül,Kadın,60,Antalya,3711.32
4932,Hami,Kadın,46,Gaziantep,4453.1
5856,Mengüç,Erkek,41,Konya,1870.03
9074,Niğmet,Kadın,28,Ankara,4443.77
7976,Nevise,Kadın,34,İstanbul,1457.56
3793,Şayan,Kadın,41,Antalya,2729.55
6464,Damlanur,Erkek,50,Ankara,2644.14
6227,Sadittin,Kadın,62,İstanbul,912.37
6972,Atnan,Kadın,23,Adana,2704.94
7968,Ayşan,Erkek,42,Bursa,4292.82
6384,Akboğa,Kadın,21,Antalya,2527.84
5121,Beyzade,Kadın,49,Adana,3156.38
1176,Alışık,Erkek,32,Konya,2094.04
3877,Vargın,Kadın,51,Adana,4716.87
2629,Uluğbey,Erkek,43,Konya,3334.13
2234,Korkmazalp,Kadın,30,İzmir,3021.44
4273,Koncagül,Kadın,60,Gaziantep,4146.11
1547,Siper,Erkek,27,İstanbul,3591.9
1073,Beren,Erkek,38,Bursa,4770.73
9903,Bayruhan,Kadın,24,İzmir,2565.54
9041,Zülfüye,Erkek,26,Adana,1275.44
8104,Tecimer,Kadın,42,İzmir,1767.54
5571,Firdevis,Kadın,45,İstanbul,1172.47
6863,Adıgün,Kadın,64,Bursa,1214.31
9054,Eral,Erkek,32,Gaziantep,1256.4
9109,Feza,Kadın,50,Konya,3370.07
5475,Gülşahin,Erkek,28,Ankara,4506.32
4019,Ağmur,Erkek,29,İstanbul,4031.59
1898,Muhip,Kadın,33,İzmir,4144.87
7768,Abdulkadir,Kadın,63,Ankara,327.59
3196,Altınçiçek,Erkek,45,Bursa,747.64
6168,Hariz,Kadın,25,Adana,1209.89
5129,Melûl,Kadın,69,Ankara,3435.86
1312,Dilşat,Erkek,40,İstanbul,1216.25
4072,Hansultan,Erkek,55,Antalya,1894.59
3289,Limon,Erkek,56,İstanbul,4027.03
9731,Akçabay,Kadın,55,Konya,4766.83
6552,Velitdin,Kadın,22,Gaziantep,3979.6
5767,Tınal,Kadın,21,Antalya,3560.21
6515,Gabel,Kadın,48,Adana,3209.71
4416,Remazan,Kadın,45,Konya,4802.5
7444,Öncel,Kadın,68,Adana,306.55
8387,Ağbegim,Erkek,59,Adana,4760.44
1233,Aslanhan,Erkek,39,İzmir,4984.86
9709,Kitan,Kadın,35,Ankara,3891.49
7633,Hidir,Kadın,30,Konya,4540.02
9148,Rabbiye,Erkek,68,Antalya,818.18
5612,Nurkan,Kadın,25,Konya,3096.96
4033,Gencaslan,Erkek,58,Ankara,282.19
1739,Necilal,Kadın,58,Ankara,269.11
5631,Dündaralp,Kadın,22,Antalya,655.19
4423,Fehmiye,Erkek,50,Adana,4008.72
8304,Korugan,Erkek,68,Bursa,4405.75
9271,Arcan,Erkek,29,İstanbul,4305.44
8982,Ökkaş,Kadın,44,İzmir,4803.83
8747,Aytek,Erkek,24,Adana,1984.56
4664,Abdulkadir,Kadın,24,Bursa,1615.83
2001,Cüneyit,Erkek,38,İstanbul,473.29
1537,Meryeme,Erkek,42,İzmir,1326.95
6186,Basriye,Erkek,38,İstanbul,4295.77
2742,Ezgin,Erkek,35,Antalya,4210.13
3601,Zennun,Kadın,64,İstanbul,4287.9
5950,Musaffa,Kadın,24,Ankara,4528.23
1424,Tartış,Erkek,31,Gaziantep,1294.89
5695,Alattin,Kadın,24,Ankara,3124.8
3253,Aybora,Erkek,34,Gaziantep,2796.45
6834,Monis,Kadın,56,İstanbul,1696.14
5943,Ildız,Erkek,48,Konya,1304.61
5901,Şelâle,Erkek,58,Adana,1500.47
6669,Kete,Erkek,55,Adana,1418.35
7502,Dalkılıç,Kadın,28,Gaziantep,318.18
3843,Duracan,Kadın,52,Adana,3633.48
8360,Çamok,Kadın,61,Ankara,1750.7
3863,Mezide,Erkek,65,Ankara,3944.65
2832,Ayten,Erkek,45,Bursa,368.36
1878,Erdibay,Kadın,25,Antalya,2853.9
4346,Fügen,Erkek,60,Ankara,4358.38
1100,Ulutay,Erkek,53,Antalya,837.24
3170,Hatem,Erkek,36,Antalya,2794.25
1558,Özbilek,Kadın,36,Gaziantep,4570.24
4379,Üzer,Kadın,53,Konya,2096.96
1091,Nürice,Erkek,18,Bursa,3998.84
4378,Nazlihan,Kadın,65,Konya,794.88
9068,Mucahit,Erkek,38,Gaziantep,3708.46
4633,Tanbay,Kadın,34,Gaziantep,1393.9
8225,Selatin,Erkek,22,Antalya,2670.63
6248,Tayyip,Erkek,30,İstanbul,1002.09
6731,Dündaralp,Erkek,66,Ankara,1223.63
6278,Hasbek,Erkek,62,İzmir,3807.34
1915,Bayruhan,Erkek,57,Konya,925.19
6607,Müret,Erkek,56,İstanbul,525.7
8239,Mücevher,Kadın,42,Ankara,4453.76
4671,Sakip,Kadın,68,Gaziantep,2628.39
3140,Kader,Kadın,20,Konya,3744.79
6290,Yasemen,Kadın,43,İstanbul,2107.18
9644,Ballı,Erkek,26,İzmir,3098.44
2320,Atnan,Kadın,37,İzmir,2993.52
6400,Yetişal,Kadın,24,Konya,850.81
4959,Şafii,Erkek,45,İzmir,1425.94
1387,Sonad,Erkek,54,Adana,3797.57
7472,Vecide,Kadın,40,Ankara,2256.09
2609,Hunalp,Erkek,41,Adana,487.52
5602,Tülin,Kadın,56,Adana,643.7
4566,Tanır,Erkek,29,İstanbul,1884.23
8183,Möhsim,Kadın,51,Antalya,3790.69
3999,Türkmen,Kadın,31,Konya,4735.56
1304,Bedri,Erkek,21,Bursa,2820.75
3505,Aliihsan,Kadın,43,İzmir,1540.01
2379,Yağızkurt,Kadın,63,İzmir,3157.64
5363,Kocabaş,Erkek,26,Gaziantep,4578.51
3671,Fersan,Kadın,49,Adana,2256.75
7133,Nazlihan,Erkek,27,Konya,4791.1
1721,Tayyibe,Kadın,39,İzmir,2355.28
2424,İlklima,Kadın,40,İstanbul,3324.39
8089,Artan,Erkek,42,Adana,2307.17
2715,Aybet,Kadın,43,Konya,4141.9
1957,Ayşeana,Erkek,45,Adana,890.72
5118,Tonguç,Erkek,42,İstanbul,2591.71
6672,Emrullah,Kadın,29,Bursa,3963.37
5504,Toktuğ,Erkek,61,Adana,3249.57
4973,İrfan,Kadın,65,Bursa,4198.42
7354,Hasret,Erkek,34,Konya,1566.99
1258,Zeynelabidin,Erkek,55,Antalya,3247.64
2669,Erten,Erkek,22,İstanbul,4921.56
5429,Kandef,Erkek,41,Antalya,2234.19
7200,Alsoy,Erkek,59,Konya,3290.95
1577,Fetullah,Kadın,49,Bursa,4754.74
6502,Deniz,Erkek,22,Konya,810.8
5642,Şefiye,Erkek,25,Bursa,862.51
8036,Yelesen,Kadın,59,Ankara,3975.89
9781,Öncel,Erkek,29,Antalya,4227.7
3181,Özakan,Kadın,22,İzmir,1158.36
8812,Çıvgın,Kadın,62,Antalya,3346.5
7704,Atalay,Kadın,64,Bursa,2432.26
8893,Karaer,Erkek,45,Konya,860.42
8171,Zevlüde,Kadın,58,İzmir,4561.5
4723,Filit,Kadın,53,Adana,552.29
1548,Ballı,Erkek,50,Adana,1381.15
7493,Acar,Kadın,48,Ankara,2375.89
8310,Meveddet,Erkek,35,Gaziantep,4328.88
2865,Gözel,Kadın,52,Konya,1784.76
5378,Goncafer,Kadın,39,Ankara,4714.64
1074,Temime,Kadın,58,Adana,3650.06
7790,Akver,Kadın,36,Ankara,3725.44
3722,Edgübay,Erkek,65,Antalya,3889.76
1257,Sezen,Kadın,58,Konya,2121.47
3449,Ağbegim,Erkek,63,Konya,4637.15
8457,Özkutlu,Erkek,19,Ankara,3884.34
4698,Behiza,Erkek,67,Konya,3465.28
3074,Zelha,Erkek,57,Antalya,3653.95
2964,Aytuna,Erkek,56,Konya,3541.24
7813,Mansurali,Kadın,64,Konya,871.35
3096,Serol,Kadın,32,Bursa,3550.3
5193,Denkel,Kadın,37,İzmir,2521.06
9458,Serezli,Erkek,20,Gaziantep,239.09
1043,Okbay,Kadın,44,Ankara,2278.13
9761,Hayali,Erkek,27,Antalya,1640.13
1536,Çevregül,Erkek,29,Antalya,3396.32
5366,Mecide,Kadın,38,Bursa,2589.46
4094,Mestur,Kadın,45,Ankara,3560.52
7549,Halenur,Erkek,69,Gaziantep,2422.86
5889,Mahigül,Kadın,29,Adana,3390.93
6726,Sağıt,Kadın,43,Ankara,1725.47
8317,Büreyre,Kadın,58,Ankara,2060.02
1920,Alattin,Kadın,36,Ankara,2034.38
9404,Gülşahin,Erkek,44,Antalya,3966.61
2182,Akdora,Kadın,25,Gaziantep,846.93
3424,Rabih,Kadın,32,Gaziantep,2559.0
3962,Hezniye,Erkek,44,Gaziantep,2428.93
7798,Gülper,Erkek,30,İzmir,3478.73
2025,Arcan,Erkek,68,İzmir,4573.66
1416,Kanpulat,Erkek,34,İzmir,3802.85
9302,Tükelalp,Kadın,60,İstanbul,3309.84
3179,Hatem,Kadın,19,Konya,1722.82
5303,Oguş,Kadın,68,Ankara,311.43
1769,Telim,Kadın,51,İzmir,1320.16
5103,Bidayet,Erkek,43,Gaziantep,3129.0
7786,Nurtaç,Erkek,25,Konya,4331.38
6500,Yıldız,Kadın,23,Antalya,1061.82
6124,Akınal,Kadın,44,Bursa,2528.93
4858,Yurtgüven,Kadın,56,İstanbul,4579.32
3865,Laze,Kadın,49,Gaziantep,3036.87
6144,Hayrünnisa,Kadın,34,Bursa,325.18
4908,Göli,Erkek,39,Konya,818.4
1938,Sidki,Erkek,51,Adana,4090.34
5058,Elnur,Kadın,62,Gaziantep,1065.66
5344,Sancak,Kadın,18,Gaziantep,2058.77
4204,Umman,Erkek,65,İzmir,950.98
3704,Burakhan,Kadın,26,Adana,708.42
3918,Rabih,Erkek,53,İstanbul,1389.9
7478,Tanbay,Erkek,33,Adana,4439.23
4820,Dilder,Erkek,55,İzmir,3185.89
3959,Hatin,Erkek,19,Ankara,1412.07
2058,Durdali,Kadın,34,Ankara,3871.09
6671,Minibe,Erkek,59,Bursa,4095.91
1825,Güldam,Erkek,65,Ankara,1339.43
9073,Baba,Erkek,21,İstanbul,4696.17
6184,Tayaydın,Erkek,65,Konya,1345.02
5803,Ülfet,Erkek,63,İstanbul,2380.37
9388,Aytuna,Erkek,50,Gaziantep,3338.26
8201,İlkim,Erkek,52,Antalya,1202.69
9278,Buyrukhan,Kadın,33,Konya,1621.76
8250,Erginel,Erkek,60,Gaziantep,4145.55
8331,Ümmet,Erkek,45,İzmir,2031.07
5888,Hekime,Kadın,22,Ankara,4426.7
5567,Paksu,Kadın,50,Antalya,1227.44
8268,Özkent,Erkek,49,Adana,310.89
7989,Tüzeer,Kadın,46,Bursa,4762.84
1786,Canseven,Kadın,34,Adana,4266.2
6624,Tanır,Kadın,33,Ankara,4781.51
4772,Tamaydın,Kadın,58,Ankara,2053.29
2438,Nurseda,Erkek,30,İzmir,4972.01
7184,Gülgüzel,Kadın,58,İstanbul,3274.18
8563,Aköz,Erkek,69,Ankara,2858.74
6858,Münif,Kadın,58,Gaziantep,1591.17
2327,Bilkay,Kadın,45,Gaziantep,786.31
3855,Kübran,Kadın,21,İstanbul,3553.79
3235,Türkmen,Kadın,31,Ankara,1616.83
8794,Deviner,Kadın,48,Ankara,4491.51
9960,Rayla,Erkek,63,Gaziantep,1238.69
7037,Oğurata,Kadın,60,Antalya,1601.6
3923,Nazıdil,Kadın,57,Gaziantep,4215.34
8926,Özay,Kadın,69,Gaziantep,1986.47
5700,Ürper,Erkek,45,Konya,1490.55
1740,Denkel,Erkek,40,Konya,4615.4
2547,Seydo,Erkek,19,Gaziantep,1603.51
1276,Nurda,Erkek,55,Konya,4954.45
2883,Özsözlü,Kadın,37,Bursa,4544.4
5808,Şerman,Erkek,52,Gaziantep,955.5
2013,İmge,Erkek,30,İzmir,2478.28
9670,Muratcan,Erkek,34,Gaziantep,4690.69
7785,Razı,Erkek,60,İstanbul,2580.77
7407,Oliver,Kadın,55,Antalya,4024.07
2406,Örik,Erkek,57,Gaziantep,2555.3
7082,Ömür,Kadın,29,Ankara,2149.31
3933,Karakucak,Kadın,20,Konya,361.41
3795,Nural,Kadın,43,Konya,3213.85
7594,Rohat,Kadın,42,Gaziantep,669.56
5349,Tüzeer,Erkek,40,İzmir,4688.51
2872,Şahıgül,Erkek,37,Gaziantep,2027.45
9372,Tanpınar,Kadın,52,İzmir,2709.53
8368,İlkbahar,Kadın,46,İzmir,831.38
1482,Açıkel,Kadın,21,Gaziantep,2495.4
1040,Abdürreşit,Kadın,26,Ankara,3192.47
9471,İlgi,Erkek,34,İzmir,2645.97
2818,Güverçin,Erkek,31,Gaziantep,3035.29
6313,Yalgın,Erkek,21,Konya,1025.96
4212,Tutkucan,Kadın,54,İstanbul,3610.27
9453,Gözel,Kadın,55,Gaziantep,1731.35
1632,Masume,Kadın,36,İstanbul,2840.24
2720,Belgizar,Erkek,61,İzmir,687.0
5047,Asiman,Kadın,28,Bursa,2627.33
2028,Topuz,Erkek,35,Antalya,145.08
9727,Hekime,Kadın,33,Ankara,839.13
6596,Mansurali,Kadın,28,Bursa,4904.5
6913,Ahter,Kadın,68,Gaziantep,2036.26
3477,Şuayp,Erkek,48,Gaziantep,1215.76
1610,Erik,Erkek,59,İzmir,4968.18
8590,Güçlüer,Erkek,64,Ankara,3337.27
9363,Şahat,Kadın,29,Adana,3402.42
7834,Mürit,Kadın,20,Antalya,1374.23
5661,Jaruthip,Erkek,44,Bursa,3094.38
8937,Gürsal,Kadın,39,Ankara,3513.64
2514,Müret,Erkek,49,Bursa,2432.79
1605,Sunel,Erkek,34,Gaziantep,536.95
4114,Akalan,Erkek,64,İstanbul,3781.01
7627,Gülter,Kadın,67,İstanbul,546.62
3311,Fidaye,Erkek,69,Konya,506.69
6572,İnançlı,Erkek,48,Konya,4883.01
5893,Necilal,Erkek,34,Ankara,4985.37
5394,Ülfet,Erkek,21,Bursa,591.45
3189,Lezize,Kadın,26,Ankara,4099.32
9758,Ergün,Kadın,46,Konya,4577.01
3954,Belgizar,Erkek,42,Konya,2105.36
9400,Acarkan,Erkek,36,Antalya,2353.43
4947,Server,Erkek,46,Bursa,4125.78
1132,Gül,Erkek,47,İzmir,2222.37
9318,Fügen,Erkek,25,İstanbul,2583.33
1026,Erten,Erkek,42,İstanbul,755.73
3914,Kısmet,Kadın,35,Konya,2184.89
8049,Öztürk,Kadın,20,İzmir,2722.05
2333,Zihni,Erkek,26,Antalya,1747.65
3434,Aybora,Kadın,47,Bursa,2018.49
5779,Arpağ,Erkek,21,Adana,468.14
6540,Merim,Kadın,67,Ankara,4333.17
2143,Ergün,Kadın,34,Antalya,3323.39
4924,Ayşenur,Erkek,36,Ankara,4912.51
9101,İnançlı,Kadın,25,İstanbul,2025.59
5480,Sunel,Erkek,48,İstanbul,4055.77
7142,Maşide,Kadın,66,Bursa,2443.12
1202,Ümmahan,Kadın,32,Ankara,4419.97
4500,Güngördü,Erkek,38,İzmir,4243.03
3512,Servinaz,Erkek,67,Ankara,683.17
8476,Ermutlu,Kadın,48,Bursa,4071.78
3292,Teber,Kadın,60,İzmir,2830.61
9657,Müşüre,Kadın,48,Antalya,4564.25
8241,Gümüştekin,Kadın,51,Ankara,4316.84
1113,Abiye,Kadın,53,İzmir,2534.53
9490,Ömür,Erkek,50,Bursa,1713.08
3847,Zeynelabidin,Kadın,69,Ankara,1406.0
5170,Güngören,Erkek,40,Konya,2692.95
6413,Temizkal,Erkek,24,İstanbul,2644.63
6796,Otay,Erkek,33,Gaziantep,3587.97
5962,Şavki,Kadın,54,İstanbul,2616.27
6162,Onursu,Kadın,18,Antalya,4155.37
7661,Efser,Kadın,66,Antalya,1926.58
9624,Gülel,Kadın,22,Gaziantep,3793.35
3674,İlkbahar,Erkek,22,Bursa,2663.24
1408,Hami,Kadın,59,Adana,2863.05
9020,Seblâ,Kadın,30,İzmir,4096.4
1108,Benice,Erkek,31,Antalya,3553.6
2460,Kutay,Erkek,36,Adana,246.87
9275,Büşranur,Erkek,22,Konya,4123.73
4397,Kiyasi,Erkek,66,Konya,652.87
9577,Zemzem,Kadın,39,Gaziantep,3124.8
8997,Ünek,Erkek,68,Ankara,4235.12
3874,Nurey,Erkek,35,Adana,283.07
1266,Eflâtun,Kadın,38,Gaziantep,1132.93
8015,Nurullah,Kadın,49,Ankara,2253.74
6485,Verde,Kadın,44,İzmir,1396.08
2904,Annak,Erkek,60,Konya,213.74
6518,Fidaye,Kadın,19,Konya,4205.04
7825,Alcan,Kadın,44,Gaziantep,3852.05
7042,Aksay,Erkek,64,Bursa,3532.82
2440,Ulu,Erkek,37,Gaziantep,4868.56
1271,Ğanim,Kadın,29,İzmir,3608.56
6717,Sevsevil,Erkek,21,Antalya,4641.97
8200,Teksoy,Kadın,45,Bursa,2583.68
1008,Nurser,Erkek,60,Gaziantep,2218.45
2459,Aşir,Erkek,29,Gaziantep,2929.76
2825,Uygun,Kadın,67,Antalya,4242.42
9988,Adal,Kadın,65,Gaziantep,2944.6
6865,Sevdinar,Kadın,37,İstanbul,2341.27
8586,Barışcan,Kadın,54,Adana,1732.46
4243,Annak,Erkek,35,Ankara,2167.19
9958,Güçal,Erkek,31,Bursa,4485.31
8003,Batırhan,Erkek,24,Konya,167.92
9452,Müveddet,Kadın,59,Bursa,3587.02
7957,Sidar,Erkek,40,Ankara,3410.74
4599,Esentürk,Kadın,42,Bursa,4897.62
8684,Ruhide,Kadın,42,Adana,206.23
6452,Mefharet,Kadın,46,Gaziantep,4799.36
5633,Turgut,Kadın,26,Konya,2102.94
4938,İnsaf,Kadın,24,İzmir,4963.79
1882,Buşra,Erkek,26,İstanbul,1138.94
9469,Hasret,Erkek,54,Antalya,2875.26
2678,Akatay,Kadın,35,Bursa,2964.43
2568,Siti,Erkek,43,Ankara,1334.32
4965,Cevale,Erkek,52,Adana,4579.48
9332,Kerime,Erkek,61,Antalya,4090.64
9214,Bilgütay,Kadın,37,Adana,3917.61
9680,Nayil,Erkek,55,Konya,1341.91
6742,Sayrak,Erkek,45,İstanbul,4835.75
9010,Uzbay,Erkek,53,Gaziantep,2145.83
2955,Zaliha,Erkek,51,İzmir,3817.85
7302,Bilkay,Erkek,21,Adana,1568.76
1684,İslime,Erkek,38,Bursa,1727.05
3921,Ayten,Erkek,50,Antalya,1528.68
1916,Nurey,Kadın,29,İzmir,1820.23
3442,Nevsale,Kadın,21,Antalya,1898.8
2113,Baltaş,Kadın,69,Antalya,1807.77
6876,Edaviye,Kadın,48,İstanbul,3178.17
7584,Şelâle,Kadın,56,Adana,1261.69
7617,Aynilhayat,Kadın,38,Konya,3335.89
9235,Delil,Erkek,24,Konya,3048.86
1847,Aydinç,Erkek,38,Gaziantep,2247.65
4360,Galip,Erkek,20,Adana,3623.73
2388,Erdibay,Erkek,44,Ankara,1708.34
5823,Emal,Erkek,56,Adana,3224.82
6680,Enfes,Kadın,47,Ankara,4742.07
6778,Hacile,Erkek,37,Adana,3750.96
1891,Yilmaz,Erkek,60,Ankara,4303.86
5869,Amre,Erkek,61,Gaziantep,2573.97
5798,Cüneyit,Kadın,63,Ankara,1750.15
7410,Üçgül,Kadın,42,Gaziantep,363.13
5289,Ağbegim,Erkek,59,Adana,1449.99
3149,Bektaşi,Kadın,21,Adana,4244.3
6487,Biltaş,Erkek,65,İstanbul,279.65
9978,Demirok,Erkek,55,İstanbul,3474.85
6328,Tagangül,Erkek,62,Adana,3994.08
6433,Leyli,Kadın,22,Bursa,4483.99
1981,Ayşan,Kadın,31,İzmir,556.25
1899,Yıldır,Erkek,68,Gaziantep,2731.02
2031,Atiyye,Erkek,60,Ankara,218.94
8796,Zemzem,Kadın,51,Ankara,2637.26
6302,Ekmel,Kadın,48,İstanbul,4690.66
9872,Emin,Erkek,45,Bursa,2352.13
5801,Mansurali,Erkek,19,Bursa,4980.94
6058,Ümmet,Kadın,60,Gaziantep,277.34
4092,Havali,Erkek,18,Ankara,3897.6
1944,Basriye,Kadın,39,Gaziantep,2120.94
5916,Nural,Kadın,32,İzmir,3383.36
3258,Nerim,Erkek,62,Adana,2694.59
1856,Dağistan,Kadın,61,Antalya,2433.23
6215,Gücal,Erkek,46,Konya,221.39
3302,Solma,Kadın,28,İzmir,1610.72
3382,Efser,Erkek,53,İzmir,4035.81
3173,Nazlim,Erkek,47,Konya,4516.41
7782,Noman,Kadın,34,Adana,3056.01
3673,Tanses,Erkek,61,İzmir,2701.43
5810,Şüküfe,Kadın,64,İzmir,559.84
6645,Paker,Kadın,37,Adana,4662.01
3657,Rezzak,Erkek,29,Adana,4110.17
4927,Alsoy,Erkek,58,İzmir,491.88
5760,Rıfkıye,Erkek,49,Gaziantep,3947.79
6771,Balatekin,Erkek,36,Konya,3530.11
5590,Kerime,Erkek,38,Antalya,3797.07
9044,Çoğay,Kadın,56,Bursa,3621.52
3220,Tuğçe,Erkek,25,Antalya,1834.96
7797,Emiş,Erkek,69,Adana,3318.31
3861,Neslinur,Erkek,40,Bursa,193.37
3521,Necmettin,Erkek,30,Antalya,2023.54
2565,Günşen,Kadın,51,Antalya,2147.45
6588,Örik,Kadın,65,Gaziantep,2153.07
7464,Ferzi,Kadın,61,İzmir,1486.58
